ds,y
2024-11-29,68.38552976365615
2024-11-30,78.19265066573792
2024-12-01,95.946049331527
2024-12-02,110.68715937027915
2024-12-03,96.03986260814196
2024-12-04,132.01409874365066
2024-12-05,97.36277163000823
2024-12-06,101.89634422360898
2024-12-07,74.4143618964635
2024-12-08,89.08559102627164
2024-12-09,92.08014647616689
2024-12-10,111.82307964345455
2024-12-11,125.38405149401743
2024-12-12,111.45942088190145
2024-12-13,80.28656064214027
2024-12-14,75.24992220327543
2024-12-15,88.44686859583683
2024-12-16,87.20233634310014
2024-12-17,112.13225299387334
2024-12-18,120.42722442801015
2024-12-19,105.4582507070777
2024-12-20,101.73615395594756
2024-12-21,85.77002387675098
2024-12-22,76.86279294232945
2024-12-23,96.5711710274753
2024-12-24,140.4299440198247
2024-12-25,125.20321765225758
2024-12-26,113.89190160596064
2024-12-27,100.31240314034478
2024-12-28,86.6661779290451
2024-12-29,98.51813422243912
2024-12-30,103.03844208755206
2024-12-31,102.83776229465244
2025-01-01,116.21643067950383
2025-01-02,123.76725256340512
2025-01-03,94.30340350828789
2025-01-04,77.90775723744348
2025-01-05,93.75058922881404
2025-01-06,116.04125275788981
2025-01-07,121.17786836665975
2025-01-08,139.70571395847352
2025-01-09,113.59928002777592
2025-01-10,96.64340002456527
2025-01-11,78.34415021834111
2025-01-12,97.15654896249647
2025-01-13,89.37780044082587
2025-01-14,119.34552700723357
2025-01-15,117.71729757219528
2025-01-16,113.32912589071742
2025-01-17,94.44852134798093
2025-01-18,82.34064017422811
2025-01-19,101.05158710297306
2025-01-20,108.69264108498815
2025-01-21,127.01511104568856
2025-01-22,117.45391107316246
2025-01-23,128.81081747427095
2025-01-24,103.32385416201238
2025-01-25,90.98792098760492
2025-01-26,97.87688381172588
2025-01-27,125.94876741616427
2025-01-28,126.13955330749548
2025-01-29,131.6625044328516
2025-01-30,105.3982948597806
2025-01-31,78.28591506400484
2025-02-01,114.33906372115146
2025-02-02,104.13104636138118
2025-02-03,114.77405029391147
2025-02-04,122.21376992394433
2025-02-05,131.835542524719
2025-02-06,111.90694898686858
2025-02-07,75.67733799444204
2025-02-08,98.04261792379978
2025-02-09,92.1959865799674
2025-02-10,123.70990908135624
2025-02-11,124.85932246419111
2025-02-12,114.21335706427789
2025-02-13,107.2130007966982
2025-02-14,110.10714421213848
2025-02-15,114.01643362264599
2025-02-16,94.93624566171533
2025-02-17,111.80318344479349
2025-02-18,141.32487223062063
2025-02-19,131.11633836635565
2025-02-20,105.09068747926295
2025-02-21,113.13962850017131
2025-02-22,96.8946321451888
2025-02-23,82.03959942992707
2025-02-24,120.84496807839427
2025-02-25,124.35852830412821
2025-02-26,135.63891181648575
2025-02-27,139.17989958694477
2025-02-28,103.66998157852277
2025-03-01,89.49459368266328
2025-03-02,94.05661748305843
2025-03-03,105.86427715623344
2025-03-04,117.57998566291474
2025-03-05,129.9905056723615
2025-03-06,123.49190860544259
2025-03-07,113.40072970432925
2025-03-08,93.74779452983529
2025-03-09,100.18776235565507
2025-03-10,123.10735953418204
2025-03-11,113.48407761480419
2025-03-12,128.68442179845317
2025-03-13,126.96871491684684
2025-03-14,118.82099065378486
2025-03-15,106.11235964294883
2025-03-16,106.82101024427746
2025-03-17,111.75965370577907
2025-03-18,129.49481169006896
2025-03-19,139.44723878018087
2025-03-20,125.55609192120143
2025-03-21,91.0514341541731
2025-03-22,102.04041357230737
2025-03-23,83.17105820200709
2025-03-24,132.42297064225588
2025-03-25,136.44082953876514
2025-03-26,115.35330789815373
2025-03-27,120.82367960686788
2025-03-28,104.37321215628207
2025-03-29,111.00166754864144
2025-03-30,115.96700285260798
2025-03-31,111.41561163658812
2025-04-01,113.9647716801677
2025-04-02,149.3986222422376
2025-04-03,134.4577155958772
2025-04-04,119.63330971233754
2025-04-05,101.39647731569585
2025-04-06,108.16858220465524
2025-04-07,112.2008465856132
2025-04-08,139.07380306762556
2025-04-09,124.10330723933448
2025-04-10,117.5863419304332
2025-04-11,121.21013378920547
2025-04-12,103.82453787825375
2025-04-13,119.88873079300662
2025-04-14,130.49674583001803
2025-04-15,132.1635279266807
2025-04-16,138.00713283512803
2025-04-17,125.09827164750693
2025-04-18,118.12398260743673
2025-04-19,95.29566286961422
2025-04-20,97.87561442990898
2025-04-21,115.95896844315203
2025-04-22,136.2323800175147
2025-04-23,135.92179221872604
2025-04-24,135.06953855316564
2025-04-25,100.23999590432409
2025-04-26,96.3742188771098
2025-04-27,105.37791364842992
2025-04-28,107.3019229417716
2025-04-29,136.7246999622526
2025-04-30,142.7768793518914
2025-05-01,125.98579849884226
2025-05-02,124.24942640253971
2025-05-03,109.14334928965033
2025-05-04,126.08816297680349
2025-05-05,136.83159360369325
2025-05-06,133.56361494164074
2025-05-07,139.970927119477
2025-05-08,142.70133389258518
2025-05-09,101.72245585648636
2025-05-10,78.03471865970727
2025-05-11,102.43973367323437
2025-05-12,105.72934678161576
2025-05-13,129.5325519909052
2025-05-14,145.81252372936785
2025-05-15,129.04505350067046
2025-05-16,110.68907232644293
2025-05-17,106.05644216133294
2025-05-18,106.78329917258635
2025-05-19,128.2055123835974
2025-05-20,138.63873418950052
2025-05-21,141.5581071220702
2025-05-22,114.32497430879687
2025-05-23,100.9230008154579
2025-05-24,95.14197826241337
2025-05-25,109.392125523829
2025-05-26,150.56023257394529
2025-05-27,129.46370388475896
2025-05-28,147.68292719869007
2025-05-29,123.01428920157451
2025-05-30,121.20410317816437
2025-05-31,103.18465391633805
2025-06-01,103.64729530121082
2025-06-02,127.92551271634893
2025-06-03,131.32996947784466
2025-06-04,140.59421051822682
2025-06-05,133.42169221456086
2025-06-06,119.44721460299124
2025-06-07,108.47603079855027
2025-06-08,106.90754148578176
2025-06-09,142.3891512806662
2025-06-10,135.65870784090382
2025-06-11,140.51788632636888
2025-06-12,141.0064395269576
2025-06-13,116.80743799013447
2025-06-14,91.95609875720197
2025-06-15,110.41263219162245
2025-06-16,117.96663824537994
2025-06-17,149.3778314392156
2025-06-18,152.83140513811188
2025-06-19,130.46696623765058
2025-06-20,112.12899905465402
2025-06-21,101.17126220314091
2025-06-22,119.39761922424894
2025-06-23,125.0459893935088
2025-06-24,149.76542711866998
2025-06-25,146.03931103606567
2025-06-26,142.04564515601612
2025-06-27,115.34014940528338
2025-06-28,105.07629285025793
2025-06-29,108.57785824335092
2025-06-30,127.29889567867335
2025-07-01,154.28890564993577
2025-07-02,141.20230534816602
2025-07-03,138.74333030988083
2025-07-04,125.40892131878444
2025-07-05,101.86828116233215
2025-07-06,105.68509419071161
2025-07-07,121.23707048407812
2025-07-08,123.71648357754566
2025-07-09,165.52674288564845
2025-07-10,162.73850700047694
2025-07-11,138.2493958156261
2025-07-12,106.34811845142751
2025-07-13,118.97784680465926
2025-07-14,116.7820120809069
2025-07-15,149.01807083645562
2025-07-16,140.11891312675982
2025-07-17,129.62355913842816
2025-07-18,122.31532391913727
2025-07-19,112.19596193327723
2025-07-20,96.95761216398537
2025-07-21,127.72859014169433
2025-07-22,139.1707836962846
2025-07-23,150.9994405048545
2025-07-24,145.42613676386813
2025-07-25,130.5394454145012
2025-07-26,110.90907948814521
2025-07-27,140.7100144994739
2025-07-28,138.59523402990115
2025-07-29,162.98066000358904
2025-07-30,150.98993912179284
2025-07-31,143.73539222195257
2025-08-01,116.30330183552155
2025-08-02,114.54107448996191
2025-08-03,127.91066617803328
2025-08-04,146.8906639352551
2025-08-05,161.11959817755857
2025-08-06,161.6446566338505
2025-08-07,154.72139277968478
2025-08-08,124.07887302570899
2025-08-09,112.21680744843859
2025-08-10,110.53869374120217
2025-08-11,118.24819692260144
2025-08-12,136.79720347367925
2025-08-13,157.46434628381144
2025-08-14,140.63688329025334
2025-08-15,133.49831247068144
2025-08-16,115.97688462182214
2025-08-17,128.71699386402682
2025-08-18,129.03669456788785
2025-08-19,159.61249532254013
2025-08-20,162.18288490705825
2025-08-21,139.9837535787332
2025-08-22,129.01240564384275
2025-08-23,101.5837885372543
2025-08-24,128.56978996869472
2025-08-25,138.62989715931906
2025-08-26,160.09896220846747
2025-08-27,163.27028693229897
2025-08-28,135.44330063000353
2025-08-29,127.10873993096955
2025-08-30,125.7199569780109
2025-08-31,129.05766121357476
2025-09-01,138.2248556910407
2025-09-02,156.81100814870615
2025-09-03,167.9802694130578
2025-09-04,148.80337367779936
2025-09-05,118.57849300447955
2025-09-06,116.24099568877699
2025-09-07,126.26183560865613
2025-09-08,142.78723922292576
2025-09-09,159.8457491678492
2025-09-10,154.25698144546652
2025-09-11,138.25885985349643
2025-09-12,122.39065929228533
2025-09-13,122.33093481162597
2025-09-14,122.80152827033203
2025-09-15,134.38639921061022
2025-09-16,140.65568670003023
2025-09-17,162.94984446135746
2025-09-18,142.8671792675399
2025-09-19,141.4544349735446
2025-09-20,111.17091975336956
2025-09-21,138.12645447296427
2025-09-22,140.9162027153469
2025-09-23,152.90011527845084
2025-09-24,148.4944866899936
2025-09-25,152.34890474680725
2025-09-26,144.62238431455617
2025-09-27,110.58530591437002
2025-09-28,133.26184358384123
2025-09-29,150.01303679991156
2025-09-30,169.37249587664843
2025-10-01,167.02722197048195
2025-10-02,142.0896151991214
2025-10-03,125.73146565412273
2025-10-04,136.4699299719773
2025-10-05,118.39709798206414
2025-10-06,141.02761459130554
2025-10-07,149.58221771945927
2025-10-08,181.2391968437287
2025-10-09,143.20952144210668
2025-10-10,121.81442051141576
2025-10-11,124.56110458747564
2025-10-12,125.93960766884254
2025-10-13,136.73152100410493
2025-10-14,156.9133763384566
2025-10-15,157.98219622948264
2025-10-16,163.88170808269436
2025-10-17,135.8942786194726
2025-10-18,136.31102832431137
2025-10-19,118.21158740440096
2025-10-20,153.80626029095296
2025-10-21,159.9873278813624
2025-10-22,164.12401031493087
2025-10-23,146.98249526298716
2025-10-24,139.27619142107775
2025-10-25,119.05796290721179
2025-10-26,147.01164410920083
2025-10-27,161.81883664500413
2025-10-28,162.58590378241527
2025-10-29,159.3154882111678
2025-10-30,156.05949190361045
2025-10-31,134.07729001960712
2025-11-01,125.9235159113577
2025-11-02,133.56505129039925
2025-11-03,158.81118043382196
2025-11-04,150.6753442112537
2025-11-05,188.1302564527386
2025-11-06,136.5633774854599
2025-11-07,130.66353169495252
2025-11-08,125.11680875873428
2025-11-09,129.2828836269855
2025-11-10,152.61922431889852
2025-11-11,154.0760313152231
2025-11-12,173.55818859106446
2025-11-13,158.06127134557792
2025-11-14,138.968414521037
2025-11-15,124.9750321463661
2025-11-16,137.90502979615275
2025-11-17,159.07140026564912
2025-11-18,152.2504441221681
2025-11-19,157.33091983535667
2025-11-20,161.98023307581227
2025-11-21,134.0004694117763
2025-11-22,144.68480487187153
2025-11-23,135.87679543416743
2025-11-24,139.2106794674012
2025-11-25,185.52510999700007
2025-11-26,169.90855711298283
2025-11-27,149.99169993301155
2025-11-28,141.0869969384446
